InvoiceNo,CustomerID,Country,Year,Month,MonthName,Revenue,Nb_Lignes,DateKey,Segment,IsB2B
562914,16558,United Kingdom,2011,8,Aug,203.59,11,20110801,Champions,False
562917,17949,United Kingdom,2011,8,Aug,432.0,1,20110801,Champions,True
562918,15615,United Kingdom,2011,8,Aug,520.54,20,20110801,Champions,False
562919,15615,United Kingdom,2011,8,Aug,15.0,1,20110801,Champions,False
562920,14495,United Kingdom,2011,8,Aug,40.6,2,20110801,Clients Fidèles,False
562922,12594,Italy,2011,8,Aug,721.95,22,20110801,Clients Fidèles,False
562923,16996,United Kingdom,2011,8,Aug,340.90000000000003,7,20110801,Champions,False
562924,16750,United Kingdom,2011,8,Aug,98.38,5,20110801,Clients Fidèles,False
562925,17389,United Kingdom,2011,8,Aug,625.8,5,20110801,Champions,False
562926,17512,United Kingdom,2011,8,Aug,350.58000000000004,15,20110801,Champions,False
562928,15494,United Kingdom,2011,8,Aug,1127.38,88,20110801,Clients Fidèles,False
562929,17562,United Kingdom,2011,8,Aug,126.30000000000001,7,20110801,Champions,False
562930,14209,United Kingdom,2011,8,Aug,354.68,13,20110801,Champions,False
562931,14030,United Kingdom,2011,8,Aug,222.48,33,20110801,Champions,False
562932,16904,United Kingdom,2011,8,Aug,282.96999999999997,57,20110801,Champions,False
562935,14156,EIRE,2011,8,Aug,1253.05,21,20110801,Champions,False
562939,15498,United Kingdom,2011,8,Aug,660.76,36,20110801,Champions,False
562940,15498,United Kingdom,2011,8,Aug,337.5,3,20110801,Champions,False
562941,15498,United Kingdom,2011,8,Aug,17.4,1,20110801,Champions,False
562942,13538,United Kingdom,2011,8,Aug,176.85000000000002,5,20110801,Clients Fidèles,False
562944,13985,United Kingdom,2011,8,Aug,371.3,21,20110801,Champions,False
562946,15581,United Kingdom,2011,8,Aug,2500.0,1,20110801,Clients à Risque,False
562947,15987,United Kingdom,2011,8,Aug,403.05,5,20110801,Champions,False
562948,17857,United Kingdom,2011,8,Aug,101.76,1,20110801,Champions,True
562949,14346,United Kingdom,2011,8,Aug,759.14,43,20110801,Clients à Risque,False
562950,15608,United Kingdom,2011,8,Aug,285.68,18,20110801,Champions,False
562951,14462,United Kingdom,2011,8,Aug,252.62,15,20110801,Clients Fidèles,False
562960,14911,EIRE,2011,8,Aug,438.4,27,20110801,Champions,False
562963,13203,United Kingdom,2011,8,Aug,144.15,10,20110801,Clients Fidèles,False
562964,13488,United Kingdom,2011,8,Aug,642.36,30,20110801,Champions,False
562965,18226,United Kingdom,2011,8,Aug,666.8,33,20110801,Clients Fidèles,False
562966,16133,United Kingdom,2011,8,Aug,424.08,3,20110801,Champions,False
562967,16422,United Kingdom,2011,8,Aug,327.12,4,20110801,Champions,False
562968,14291,United Kingdom,2011,8,Aug,325.32,19,20110801,Champions,False
562973,14911,EIRE,2011,8,Aug,1234.0,9,20110801,Champions,False
562980,17686,United Kingdom,2011,8,Aug,1552.6,84,20110801,Champions,False
562984,17841,United Kingdom,2011,8,Aug,403.05,61,20110801,Champions,False
562999,15117,United Kingdom,2011,8,Aug,363.33,27,20110801,Champions,False
563011,16283,United Kingdom,2011,8,Aug,109.97999999999999,7,20110801,Champions,False
563012,17284,United Kingdom,2011,8,Aug,272.96999999999997,49,20110801,Clients Fidèles,False
563013,12993,United Kingdom,2011,8,Aug,197.1,12,20110801,Clients Fidèles,False
563014,13408,United Kingdom,2011,8,Aug,383.96,5,20110801,Champions,False
563016,15358,United Kingdom,2011,8,Aug,710.2,49,20110801,Champions,False
563017,13198,United Kingdom,2011,8,Aug,489.86,32,20110801,Champions,False
563018,13427,United Kingdom,2011,8,Aug,250.35999999999999,14,20110801,Clients Fidèles,False
563019,17340,United Kingdom,2011,8,Aug,595.72,24,20110801,Champions,False
563020,12428,Finland,2011,8,Aug,605.14,24,20110801,Champions,False
563021,18077,United Kingdom,2011,8,Aug,255.74,23,20110801,Champions,False
563022,17248,United Kingdom,2011,8,Aug,318.65,69,20110801,Clients Moyens,False
563023,14639,United Kingdom,2011,8,Aug,534.34,30,20110801,Clients Fidèles,False
563024,14639,United Kingdom,2011,8,Aug,219.76,15,20110801,Clients Fidèles,False
563026,15747,United Kingdom,2011,8,Aug,306.82,26,20110801,Clients Fidèles,False
563028,17629,United Kingdom,2011,8,Aug,83.25,4,20110801,Champions,False
563029,18093,United Kingdom,2011,8,Aug,899.36,11,20110801,Clients à Risque,False
563030,14834,United Kingdom,2011,8,Aug,185.61,10,20110801,Champions,False
563031,13263,United Kingdom,2011,8,Aug,137.5,35,20110801,Champions,False
563032,16076,United Kingdom,2011,8,Aug,256.88,18,20110801,Champions,False
563033,16928,United Kingdom,2011,8,Aug,140.84,13,20110801,Clients à Risque,False
563034,17644,United Kingdom,2011,8,Aug,314.86,17,20110801,Champions,False
563035,17790,United Kingdom,2011,8,Aug,205.22,25,20110801,Champions,False
563036,14868,United Kingdom,2011,8,Aug,400.6,21,20110801,Champions,False
563037,12362,Belgium,2011,8,Aug,469.25,30,20110801,Champions,False
563038,16656,United Kingdom,2011,8,Aug,940.64,7,20110801,Champions,True
563060,17653,United Kingdom,2011,8,Aug,163.24,4,20110801,Clients Fidèles,False
563061,13588,United Kingdom,2011,8,Aug,471.32,35,20110801,Champions,False
563062,17811,United Kingdom,2011,8,Aug,120.42,15,20110801,Champions,False
563070,14099,United Kingdom,2011,8,Aug,349.02000000000004,27,20110801,Champions,False
563071,17633,United Kingdom,2011,8,Aug,332.89,20,20110801,Champions,False
563073,18235,United Kingdom,2011,8,Aug,319.34,24,20110801,Clients Fidèles,False
563074,12931,United Kingdom,2011,8,Aug,9349.72,22,20110801,Champions,True
563075,13645,United Kingdom,2011,8,Aug,252.1,5,20110801,Clients Moyens,False
563076,14646,Netherlands,2011,8,Aug,19150.66,119,20110801,Champions,True
563078,15955,United Kingdom,2011,8,Aug,480.65000000000003,22,20110801,Champions,False
563079,15955,United Kingdom,2011,8,Aug,17.700000000000003,1,20110801,Champions,False
563080,15955,United Kingdom,2011,8,Aug,37.14,2,20110801,Champions,False
563089,15469,United Kingdom,2011,8,Aug,304.3,16,20110801,Clients Fidèles,False
563090,16186,United Kingdom,2011,8,Aug,389.36,19,20110801,Champions,False
563091,12994,United Kingdom,2011,8,Aug,292.87,19,20110801,Clients Fidèles,False
563092,13307,United Kingdom,2011,8,Aug,15.0,1,20110801,Clients Moyens,False
563094,14525,United Kingdom,2011,8,Aug,668.56,42,20110801,Champions,False
563095,13158,United Kingdom,2011,8,Aug,305.34000000000003,17,20110801,Clients à Risque,False
563096,15544,United Kingdom,2011,8,Aug,324.72,22,20110801,Champions,False
563097,17642,United Kingdom,2011,8,Aug,316.99,14,20110801,Clients à Risque,False
563098,14911,EIRE,2011,8,Aug,1396.66,41,20110801,Champions,False
563099,15689,United Kingdom,2011,8,Aug,150.6,3,20110801,Clients à Risque,False
563100,12381,Norway,2011,8,Aug,1268.74,62,20110801,Champions,False
563103,13873,United Kingdom,2011,8,Aug,159.20000000000002,9,20110801,Clients à Risque,False
563104,13888,United Kingdom,2011,8,Aug,366.11,20,20110801,Clients Moyens,False
563110,14849,United Kingdom,2011,8,Aug,509.08,25,20110801,Champions,False
563111,15249,United Kingdom,2011,8,Aug,384.6,19,20110801,Champions,False
563112,14849,United Kingdom,2011,8,Aug,304.63,20,20110801,Champions,False
563137,14534,United Kingdom,2011,8,Aug,153.85,24,20110801,Champions,False
563147,13695,United Kingdom,2011,8,Aug,81.0,3,20110801,Champions,False
563149,13695,United Kingdom,2011,8,Aug,101.76,1,20110801,Champions,False
563150,15192,United Kingdom,2011,8,Aug,306.33,11,20110801,Clients à Risque,False
563155,13069,United Kingdom,2011,8,Aug,138.68,14,20110801,Champions,False
563161,14790,United Kingdom,2011,8,Aug,211.88,18,20110801,Clients Fidèles,False
563162,16013,United Kingdom,2011,8,Aug,339.26,11,20110801,Champions,True
563163,16013,United Kingdom,2011,8,Aug,1069.2,4,20110801,Champions,True
563164,16013,United Kingdom,2011,8,Aug,505.8,2,20110801,Champions,True
563165,14646,Netherlands,2011,8,Aug,825.6,7,20110801,Champions,True
563166,18092,United Kingdom,2011,8,Aug,1181.44,13,20110801,Champions,False
563167,14696,United Kingdom,2011,8,Aug,287.15,23,20110801,Champions,False
563168,16045,United Kingdom,2011,8,Aug,210.05,13,20110801,Clients à Risque,False
563169,14911,EIRE,2011,8,Aug,768.97,35,20110801,Champions,False
563170,18237,United Kingdom,2011,8,Aug,243.20999999999998,14,20110801,Champions,False
563171,16317,United Kingdom,2011,8,Aug,308.31,15,20110801,Clients à Risque,False
563172,12399,Belgium,2011,8,Aug,209.62,12,20110801,Clients à Risque,False
563173,17381,United Kingdom,2011,8,Aug,528.0,1,20110801,Champions,True
563174,16746,United Kingdom,2011,8,Aug,337.0,23,20110801,Champions,False
563175,14855,United Kingdom,2011,8,Aug,339.3,8,20110801,Clients à Risque,False
563176,17293,United Kingdom,2011,8,Aug,96.86,10,20110801,Champions,False
563177,17293,United Kingdom,2011,8,Aug,65.0,1,20110801,Champions,False
563178,16011,United Kingdom,2011,8,Aug,208.39000000000001,16,20110801,Champions,False
563179,12431,Australia,2011,8,Aug,608.76,10,20110801,Clients Fidèles,False
563180,16209,United Kingdom,2011,8,Aug,212.64000000000001,11,20110801,Clients à Risque,False
563181,16612,United Kingdom,2011,8,Aug,161.4,9,20110801,Champions,False
563182,17122,United Kingdom,2011,8,Aug,138.32,7,20110801,Clients Moyens,False
563183,14110,United Kingdom,2011,8,Aug,860.98,23,20110801,Champions,False
563184,17516,United Kingdom,2011,8,Aug,153.64,24,20110801,Clients Fidèles,False
563188,15606,United Kingdom,2011,8,Aug,303.22,8,20110801,Clients Fidèles,False
563189,12682,France,2011,8,Aug,412.88,25,20110801,Champions,False
563191,16678,United Kingdom,2011,8,Aug,326.75,16,20110801,Champions,False
563192,16745,United Kingdom,2011,8,Aug,311.2,4,20110801,Clients à Risque,False
563194,17858,United Kingdom,2011,8,Aug,320.3,25,20110801,Champions,False
563196,14406,United Kingdom,2011,8,Aug,156.75,8,20110801,Clients Moyens,False
563198,15270,United Kingdom,2011,8,Aug,536.54,7,20110801,Champions,False
563199,16326,United Kingdom,2011,8,Aug,151.0,10,20110801,Champions,False
563200,13838,United Kingdom,2011,8,Aug,148.32,44,20110801,Clients Fidèles,False
563201,13838,United Kingdom,2011,8,Aug,93.16,23,20110801,Clients Fidèles,False
563202,12722,France,2011,8,Aug,46.65,2,20110801,Clients à Risque,False
563203,16525,United Kingdom,2011,8,Aug,348.0,6,20110801,Champions,False
563204,17048,United Kingdom,2011,8,Aug,164.95000000000002,5,20110801,Clients à Risque,False
563205,14040,United Kingdom,2011,8,Aug,338.06,39,20110801,Clients Fidèles,False
563206,17613,United Kingdom,2011,8,Aug,155.93,15,20110801,Champions,False
563208,14040,United Kingdom,2011,8,Aug,39.84,2,20110801,Clients Fidèles,False
563209,13527,United Kingdom,2011,8,Aug,444.44,52,20110801,Clients Fidèles,False
563210,16466,United Kingdom,2011,8,Aug,245.67000000000002,22,20110801,Clients Fidèles,False
563211,17049,United Kingdom,2011,8,Aug,330.28,21,20110801,Champions,False
563212,17800,United Kingdom,2011,8,Aug,169.8,11,20110801,Clients Fidèles,False
563213,16115,United Kingdom,2011,8,Aug,273.02,44,20110801,Champions,False
563214,16370,United Kingdom,2011,8,Aug,406.53000000000003,71,20110801,Clients à Risque,False
563215,15683,United Kingdom,2011,8,Aug,193.75,10,20110801,Clients Moyens,False
563216,17841,United Kingdom,2011,8,Aug,278.46,62,20110801,Champions,False
563217,13515,United Kingdom,2011,8,Aug,188.4,13,20110801,Clients à Risque,False
563227,14301,United Kingdom,2011,8,Aug,640.14,13,20110801,Clients Moyens,False
563228,17988,United Kingdom,2011,8,Aug,53.05,6,20110801,Clients Fidèles,False
563229,17988,United Kingdom,2011,8,Aug,11.639999999999999,2,20110801,Clients Fidèles,False
563230,15376,United Kingdom,2011,8,Aug,334.85,43,20110801,Clients Fidèles,False
563231,14658,United Kingdom,2011,8,Aug,123.14,14,20110801,Clients Fidèles,False
563233,17988,United Kingdom,2011,8,Aug,2.95,1,20110801,Clients Fidèles,False
563234,13621,United Kingdom,2011,8,Aug,213.85,19,20110801,Clients Moyens,False
563235,15939,United Kingdom,2011,8,Aug,47.400000000000006,1,20110801,Clients à Risque,False
563236,17252,United Kingdom,2011,8,Aug,11.9,1,20110801,Clients à Risque,False
563237,14321,United Kingdom,2011,8,Aug,273.72,20,20110801,Champions,False
563238,15093,United Kingdom,2011,8,Aug,630.42,14,20110801,Champions,False
563239,15048,United Kingdom,2011,8,Aug,68.08,20,20110801,Clients Fidèles,False
563241,12758,Portugal,2011,8,Aug,1221.4,41,20110801,Clients Moyens,False
563242,17173,United Kingdom,2011,8,Aug,498.48,13,20110801,Champions,False
563243,18241,United Kingdom,2011,8,Aug,57.0,2,20110801,Champions,False
563245,16272,United Kingdom,2011,8,Aug,411.7,25,20110801,Clients Moyens,False
563246,13089,United Kingdom,2011,8,Aug,695.26,33,20110801,Champions,False
563247,13089,United Kingdom,2011,8,Aug,256.08,5,20110801,Champions,False
563248,14702,United Kingdom,2011,8,Aug,190.15,31,20110801,Champions,False
563250,15624,United Kingdom,2011,8,Aug,68.10000000000001,3,20110801,Clients à Risque,False
563251,12919,United Kingdom,2011,8,Aug,182.65,4,20110801,Champions,False
563252,17655,United Kingdom,2011,8,Aug,300.63,16,20110801,Champions,False
563253,15218,United Kingdom,2011,8,Aug,623.7,27,20110801,Champions,False
563254,15218,United Kingdom,2011,8,Aug,81.6,1,20110801,Champions,False
563255,14527,United Kingdom,2011,8,Aug,106.34,11,20110801,Champions,False
563256,18143,United Kingdom,2011,8,Aug,519.98,32,20110801,Clients à Risque,False
563257,13799,United Kingdom,2011,8,Aug,347.15999999999997,23,20110801,Clients Moyens,False
563259,17958,United Kingdom,2011,8,Aug,508.46000000000004,7,20110801,Clients Moyens,False
563260,16668,United Kingdom,2011,8,Aug,50.28,5,20110801,Clients Fidèles,False
563261,16836,United Kingdom,2011,8,Aug,91.32000000000001,2,20110801,Clients Fidèles,False
563262,15311,United Kingdom,2011,8,Aug,626.0600000000001,30,20110801,Champions,False
563264,13720,United Kingdom,2011,8,Aug,247.35,13,20110801,Clients à Risque,False
563268,13940,United Kingdom,2011,8,Aug,172.44,12,20110801,Clients Fidèles,False
563288,12656,France,2011,8,Aug,1161.07,37,20110801,Champions,False
563300,16774,United Kingdom,2011,8,Aug,238.0,7,20110801,Clients Fidèles,False
563328,14606,United Kingdom,2011,8,Aug,112.33,38,20110801,Champions,False
563333,15996,United Kingdom,2011,8,Aug,111.56,14,20110801,Clients à Risque,False
563345,12619,Germany,2011,8,Aug,378.12,11,20110801,Champions,False
563346,14282,United Kingdom,2011,8,Aug,141.72,6,20110801,Champions,False
563347,16961,United Kingdom,2011,8,Aug,234.17000000000002,14,20110801,Clients Moyens,False
563348,13078,United Kingdom,2011,8,Aug,434.74,17,20110801,Champions,False
563349,14623,United Kingdom,2011,8,Aug,210.85,33,20110801,Clients Fidèles,False
563350,14498,United Kingdom,2011,8,Aug,360.09,45,20110801,Clients Fidèles,False
563351,16902,United Kingdom,2011,8,Aug,1706.88,44,20110801,Clients Moyens,False
563352,15706,United Kingdom,2011,8,Aug,450.05,29,20110801,Clients Fidèles,False
563353,15480,Malta,2011,8,Aug,905.5,45,20110801,Clients Moyens,False
563354,15271,United Kingdom,2011,8,Aug,141.78,42,20110801,Champions,False
563355,14156,EIRE,2011,8,Aug,467.42,31,20110801,Champions,False
563356,16210,United Kingdom,2011,8,Aug,310.87,7,20110801,Champions,False
563357,13277,United Kingdom,2011,8,Aug,50.0,2,20110801,Clients Fidèles,False
563358,17858,United Kingdom,2011,8,Aug,231.75,15,20110801,Champions,False
563360,15023,United Kingdom,2011,8,Aug,670.88,38,20110801,Champions,False
563361,15315,United Kingdom,2011,8,Aug,233.54,16,20110801,Clients Fidèles,False
563362,15114,United Kingdom,2011,8,Aug,191.14,15,20110801,Champions,False
563364,14466,United Kingdom,2011,8,Aug,234.75,13,20110801,Champions,False
563365,15373,United Kingdom,2011,8,Aug,17.0,1,20110801,Champions,False
563366,15373,United Kingdom,2011,8,Aug,149.60000000000002,7,20110801,Champions,False
563367,16133,United Kingdom,2011,8,Aug,303.83,14,20110801,Champions,False
563368,13995,United Kingdom,2011,8,Aug,153.2,9,20110801,Champions,False
563369,13394,United Kingdom,2011,8,Aug,306.86,20,20110801,Champions,False
563370,16153,United Kingdom,2011,8,Aug,323.44,18,20110801,Clients Fidèles,False
563371,14006,United Kingdom,2011,8,Aug,300.1,10,20110801,Clients à Risque,False
563372,15653,United Kingdom,2011,8,Aug,48.0,4,20110801,Clients à Risque,False
563373,12569,Germany,2011,8,Aug,115.30000000000001,5,20110801,Champions,False
563374,13953,United Kingdom,2011,8,Aug,354.36,8,20110801,Champions,False
563376,15752,United Kingdom,2011,8,Aug,335.2,60,20110801,Clients Fidèles,False
563377,15002,United Kingdom,2011,8,Aug,494.17,40,20110801,Clients à Risque,False
563381,15768,United Kingdom,2011,8,Aug,142.68,9,20110801,Clients à Risque,False
563382,18221,United Kingdom,2011,8,Aug,169.85,12,20110801,Champions,False
563383,14407,United Kingdom,2011,8,Aug,15.0,1,20110801,Clients à Risque,False
563384,17315,United Kingdom,2011,8,Aug,168.15,17,20110801,Champions,False
563404,16303,United Kingdom,2011,8,Aug,3209.15,94,20110801,Champions,False
563411,16927,United Kingdom,2011,8,Aug,201.6,1,20110801,Clients à Risque,False
563425,15140,United Kingdom,2011,8,Aug,566.76,16,20110801,Clients Fidèles,False
563426,15140,United Kingdom,2011,8,Aug,33.9,2,20110801,Clients Fidèles,False
563427,16470,United Kingdom,2011,8,Aug,193.47,36,20110801,Clients Fidèles,False
563428,13159,United Kingdom,2011,8,Aug,457.31,34,20110801,Champions,False
563429,13999,United Kingdom,2011,8,Aug,334.34000000000003,19,20110801,Champions,False
563430,14918,United Kingdom,2011,8,Aug,844.73,25,20110801,Clients à Risque,False
563431,16266,United Kingdom,2011,8,Aug,110.38000000000001,9,20110801,Clients à Risque,False
563432,16713,United Kingdom,2011,8,Aug,369.33,50,20110801,Champions,False
563434,14057,United Kingdom,2011,8,Aug,520.93,25,20110801,Champions,False
563435,16131,United Kingdom,2011,8,Aug,596.98,18,20110801,Clients Fidèles,False
563436,16131,United Kingdom,2011,8,Aug,17.0,1,20110801,Clients Fidèles,False
563437,14232,United Kingdom,2011,8,Aug,257.6,14,20110801,Clients Fidèles,False
563438,13743,United Kingdom,2011,8,Aug,166.32,6,20110801,Champions,False
563440,13189,United Kingdom,2011,8,Aug,127.0,18,20110801,Nouveaux Clients,False
563441,13140,United Kingdom,2011,8,Aug,150.15,16,20110801,Clients à Risque,False
563442,17637,United Kingdom,2011,8,Aug,338.95,24,20110801,Clients Fidèles,False
563443,12641,Sweden,2011,8,Aug,185.9,10,20110801,Clients Moyens,False
563444,16033,United Kingdom,2011,8,Aug,687.08,85,20110801,Champions,False
563448,15220,United Kingdom,2011,8,Aug,337.24,27,20110801,Clients Fidèles,False
563450,16523,United Kingdom,2011,8,Aug,741.4000000000001,17,20110801,Champions,False
563451,18241,United Kingdom,2011,8,Aug,104.7,5,20110801,Champions,False
563454,13305,United Kingdom,2011,8,Aug,194.55,8,20110801,Champions,False
563465,16168,United Kingdom,2011,8,Aug,134.4,4,20110801,Champions,False
563468,16168,United Kingdom,2011,8,Aug,65.2,2,20110801,Champions,False
563476,17682,United Kingdom,2011,8,Aug,429.12,16,20110801,Champions,False
563477,17097,Spain,2011,8,Aug,170.39,40,20110801,Champions,False
563482,17097,Spain,2011,8,Aug,29.85,6,20110801,Champions,False
563498,17719,United Kingdom,2011,8,Aug,310.98,19,20110801,Clients Fidèles,False
563499,13470,United Kingdom,2011,8,Aug,115.5,7,20110801,Clients Moyens,False
563500,15856,United Kingdom,2011,8,Aug,423.84000000000003,33,20110801,Champions,False
563501,15856,United Kingdom,2011,8,Aug,20.3,3,20110801,Champions,False
563502,12722,France,2011,8,Aug,580.08,29,20110801,Clients à Risque,False
563503,16488,United Kingdom,2011,8,Aug,135.51,11,20110801,Clients Fidèles,False
563504,16218,United Kingdom,2011,8,Aug,454.72,12,20110801,Champions,False
563505,17865,United Kingdom,2011,8,Aug,687.16,29,20110801,Champions,False
563506,17398,United Kingdom,2011,8,Aug,124.92999999999999,7,20110801,Clients à Risque,False
563507,14414,United Kingdom,2011,8,Aug,125.03999999999999,9,20110801,Clients à Risque,False
563508,16133,United Kingdom,2011,8,Aug,308.08,13,20110801,Champions,False
563509,16092,United Kingdom,2011,8,Aug,224.13,14,20110801,Clients à Risque,False
563510,15734,United Kingdom,2011,8,Aug,760.8000000000001,15,20110801,Clients à Risque,False
563518,12421,Spain,2011,8,Aug,231.76,11,20110801,Clients Fidèles,False
563522,17975,United Kingdom,2011,8,Aug,544.81,27,20110801,Champions,False
563532,17511,United Kingdom,2011,8,Aug,3256.88,33,20110801,Champions,False
563533,16241,United Kingdom,2011,8,Aug,182.97,54,20110801,Champions,False
563534,14323,United Kingdom,2011,8,Aug,305.24,17,20110801,Clients à Risque,False
563538,17841,United Kingdom,2011,8,Aug,305.28,75,20110801,Champions,False
563540,12473,Germany,2011,8,Aug,514.06,30,20110801,Champions,False
563543,15039,United Kingdom,2011,8,Aug,685.61,46,20110801,Champions,False
563544,17937,United Kingdom,2011,8,Aug,287.04,4,20110801,Champions,False
563545,15039,United Kingdom,2011,8,Aug,8.5,1,20110801,Champions,False
563546,16729,United Kingdom,2011,8,Aug,395.37,33,20110801,Clients Fidèles,False
563548,12528,Germany,2011,8,Aug,234.0,9,20110801,Champions,False
563550,14194,United Kingdom,2011,8,Aug,508.12,29,20110801,Champions,False
563551,17757,United Kingdom,2011,8,Aug,155.05,28,20110801,Champions,False
563552,17656,United Kingdom,2011,8,Aug,267.15000000000003,10,20110801,Clients à Risque,False
563555,16755,United Kingdom,2011,8,Aug,588.36,87,20110801,Clients à Risque,False
563556,17706,United Kingdom,2011,8,Aug,301.5,15,20110801,Champions,False
563557,15786,United Kingdom,2011,8,Aug,3160.84,166,20110801,Clients Fidèles,False
563558,14156,EIRE,2011,8,Aug,1544.01,48,20110801,Champions,False
563559,14156,EIRE,2011,8,Aug,34.68,1,20110801,Champions,False
563560,12971,United Kingdom,2011,8,Aug,103.19999999999999,4,20110801,Champions,False
563561,18073,United Kingdom,2011,8,Aug,776.28,10,20110801,Clients à Risque,False
563562,16029,United Kingdom,2011,8,Aug,697.6,6,20110801,Clients Fidèles,True
563563,16029,United Kingdom,2011,8,Aug,6578.08,8,20110801,Clients Fidèles,True
563564,16633,United Kingdom,2011,8,Aug,464.94,21,20110801,Champions,False
563565,17338,United Kingdom,2011,8,Aug,946.74,119,20110801,Champions,False
563566,13655,United Kingdom,2011,8,Aug,549.32,35,20110801,Clients Moyens,False
563567,13004,United Kingdom,2011,8,Aug,328.07,23,20110801,Champions,False
563569,18257,United Kingdom,2011,8,Aug,627.27,37,20110801,Clients Fidèles,False
563571,15541,United Kingdom,2011,8,Aug,85.13000000000001,29,20110801,Clients Moyens,False
563572,16734,United Kingdom,2011,8,Aug,303.21,32,20110801,Clients Fidèles,False
563573,16734,United Kingdom,2011,8,Aug,2.95,1,20110801,Clients Fidèles,False
563574,15827,United Kingdom,2011,8,Aug,222.45,14,20110801,Clients à Risque,False
563575,17949,United Kingdom,2011,8,Aug,2209.04,3,20110801,Champions,True
563576,12748,United Kingdom,2011,8,Aug,146.19,8,20110801,Champions,False
563578,12949,United Kingdom,2011,8,Aug,425.75,21,20110801,Champions,False
563580,16706,United Kingdom,2011,8,Aug,291.53,70,20110801,Clients Fidèles,False
563584,15122,United Kingdom,2011,8,Aug,703.1700000000001,36,20110801,Clients à Risque,False
563585,17070,United Kingdom,2011,8,Aug,312.14,64,20110801,Clients Moyens,False
563588,17450,United Kingdom,2011,8,Aug,813.4000000000001,1,20110801,Champions,True
563589,17450,United Kingdom,2011,8,Aug,2240.0,14,20110801,Champions,True
563590,17450,United Kingdom,2011,8,Aug,13031.5,18,20110801,Champions,True
563597,14305,United Kingdom,2011,8,Aug,4.25,1,20110801,Clients Fidèles,False
563613,12688,Israel,2011,8,Aug,4873.81,171,20110801,Clients Moyens,False
563614,12415,Australia,2011,8,Aug,21880.44,97,20110801,Champions,True
563615,16945,United Kingdom,2011,8,Aug,302.74,16,20110801,Champions,False
563616,13027,United Kingdom,2011,8,Aug,1536.0,5,20110801,Clients à Risque,True
563617,15301,United Kingdom,2011,8,Aug,523.84,25,20110801,Clients Fidèles,False
563618,15400,United Kingdom,2011,8,Aug,67.2,1,20110801,Clients à Risque,False
563619,12839,United Kingdom,2011,8,Aug,330.44,20,20110801,Champions,False
563620,13014,United Kingdom,2011,8,Aug,233.7,13,20110801,Champions,False
563621,13113,United Kingdom,2011,8,Aug,485.64,14,20110801,Champions,False
563622,15189,United Kingdom,2011,8,Aug,188.1,10,20110801,Champions,False
563623,15189,United Kingdom,2011,8,Aug,1284.1200000000001,8,20110801,Champions,False
563626,16187,United Kingdom,2011,8,Aug,702.88,28,20110801,Champions,False
563638,15311,United Kingdom,2011,8,Aug,1964.85,86,20110801,Champions,False
563656,15615,United Kingdom,2011,8,Aug,325.90000000000003,19,20110801,Champions,False
563657,15615,United Kingdom,2011,8,Aug,54.2,3,20110801,Champions,False
563658,15505,United Kingdom,2011,8,Aug,644.96,7,20110801,Clients Fidèles,False
563659,13694,United Kingdom,2011,8,Aug,1459.12,10,20110801,Champions,True
563660,13694,United Kingdom,2011,8,Aug,237.6,1,20110801,Champions,True
563661,13048,United Kingdom,2011,8,Aug,435.13,29,20110801,Champions,False
563662,12729,France,2011,8,Aug,453.01,26,20110801,Clients Moyens,False
563674,14132,United Kingdom,2011,8,Aug,338.12,18,20110801,Champions,False
563680,18272,United Kingdom,2011,8,Aug,372.25,22,20110801,Champions,False
563684,17386,United Kingdom,2011,8,Aug,928.08,2,20110801,Champions,False
563685,14911,EIRE,2011,8,Aug,131.85,7,20110801,Champions,False
563686,13098,United Kingdom,2011,8,Aug,637.6,18,20110801,Champions,False
563688,16767,United Kingdom,2011,8,Aug,567.62,34,20110801,Champions,False
563689,15743,United Kingdom,2011,8,Aug,111.5,16,20110801,Clients Fidèles,False
563690,15152,United Kingdom,2011,8,Aug,303.21,14,20110801,Champions,False
563691,13668,United Kingdom,2011,8,Aug,431.11,32,20110801,Champions,False
563692,17243,United Kingdom,2011,8,Aug,278.55,18,20110801,Champions,False
563694,14741,United Kingdom,2011,8,Aug,196.1,9,20110801,Champions,False
563695,13617,United Kingdom,2011,8,Aug,234.59,15,20110801,Clients Fidèles,False
563696,12962,United Kingdom,2011,8,Aug,170.54,11,20110801,Nouveaux Clients,False
563697,16813,United Kingdom,2011,8,Aug,162.79,38,20110801,Champions,False
563698,14667,United Kingdom,2011,8,Aug,248.85,20,20110801,Champions,False
563699,13381,United Kingdom,2011,8,Aug,680.24,31,20110801,Champions,False
563703,13273,United Kingdom,2011,8,Aug,138.98,16,20110801,Clients Moyens,False
563705,17736,United Kingdom,2011,8,Aug,307.49,23,20110801,Clients Fidèles,False
563706,14189,United Kingdom,2011,8,Aug,429.43,27,20110801,Champions,False
563707,16626,United Kingdom,2011,8,Aug,137.3,4,20110801,Champions,False
563708,17001,United Kingdom,2011,8,Aug,260.7,13,20110801,Champions,False
563709,15472,United Kingdom,2011,8,Aug,371.56,76,20110801,Clients Moyens,False
563710,17742,United Kingdom,2011,8,Aug,52.54,2,20110801,Clients à Risque,False
563711,16928,United Kingdom,2011,8,Aug,109.9,7,20110801,Clients à Risque,False
563712,12680,France,2011,8,Aug,311.78,20,20110801,Clients Fidèles,False
